VIN,ALERT_ID,COLLISION_SPEED,DATA_RECEIVED_TIMESTAMP,RECORDED_AT_TIMESTAMP,DEALER,DELTA_SPEED,EVENT_TYPE,IMPACT_DIRECTION,LOCATIONS,DRIVER_BEHAVIOUR,PEEK_ACCELERATION,SEVERITY,STATUS
97d8b62c311ae055c,cdcac9e8fafceb1fe81d04049cd2b67ff74313bdeb1860fbc0be85f42a43da6e,28.07,2025-03-27 17:06:52.000,2025-03-27 17:03:59.000,"{
  ""_id"": ""b619e988-ff67-4a1e-886f-2bbe71a524d6"",
  ""name"": ""Auto-Koch GmbH & Co. KG"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",12.09,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 6.455075954861111e+00,
    ""latitude"": 5.082093967013889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:03:53.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 6.454976128472222e+00,
    ""latitude"": 5.082090928819444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:03:54.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 6.454878472222222e+00,
    ""latitude"": 5.082087890625000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:03:55.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 6.454782986111111e+00,
    ""latitude"": 5.082084635416667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:03:56.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 6.454683159722222e+00,
    ""latitude"": 5.082081597222222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:03:57.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:03:58.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 6.454635416666667e+00,
    ""latitude"": 5.082079210069445e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:03:59.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.53,100,POTENTIAL
b34bff266953ac2cd,ce08989991e1870c254f762a00dab39f356a367541b507ec5f9d64f0ff8f9a06,11.03,2025-03-27 14:21:34.000,2025-03-27 13:59:19.000,"{
  ""_id"": ""00CD4-9EE35-C8E50-E3200-01200-3"",
  ""name"": ""Toyota Lubin"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",6.52,Severe Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.556671875000000e+01,
    ""latitude"": 5.125494357638889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 13:59:13.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.556671875000000e+01,
    ""latitude"": 5.125494357638889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 13:59:14.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.556671875000000e+01,
    ""latitude"": 5.125494357638889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 13:59:15.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.556671875000000e+01,
    ""latitude"": 5.125494357638889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 13:59:16.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.556668185763889e+01,
    ""latitude"": 5.125495225694444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 13:59:17.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.556668402777778e+01,
    ""latitude"": 5.125495442708333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 13:59:18.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.556668402777778e+01,
    ""latitude"": 5.125495442708333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 13:59:19.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.5,100,POTENTIAL
13f86f605909c85d9,de17df9cde64a2c93596dfa03bc7d569241ac0dab14cacb53e73f07a988af720,9.79,2025-03-27 11:10:00.000,2025-03-27 11:08:31.000,"{
  ""_id"": ""00CD4-25F71-825D2-63C00-01200-3"",
  ""name"": ""Auto Levy GmbH"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",4.05,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 11:08:25.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 11:08:26.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 11:08:27.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 11:08:28.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 11:08:29.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 11:08:30.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 11:08:31.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.28,90,POTENTIAL
7ad873dd444ec8cd1,deb37165ed1281a786b7ce0b4844d38a90dfe41de5ebc9c155793c81590fce58,6.34,2025-03-27 12:05:38.000,2025-03-27 12:01:52.000,"{
  ""_id"": ""00CD0-E9EAD-1786F-05000-01350-3"",
  ""name"": ""JAPOAUTO, S.L. (Calahorra) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",2.35,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:01:46.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:01:47.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:01:48.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:01:49.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:01:50.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:01:51.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:01:52.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.22,87,POTENTIAL
a91c394a5fe0ab096,e28525f82d9127985e7a977fe7fcb1366e24ea0701cfbb0adae5ec9a8787492b,8.64,2025-03-27 18:32:41.000,2025-03-27 18:32:19.000,"{
  ""_id"": ""a96a7e62-d2ae-4367-b232-7ac3d9fcd7d6"",
  ""name"": ""Lexus Chester"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",4.35,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:32:13.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:32:14.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:32:15.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:32:16.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:32:17.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:32:18.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:32:19.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.15,83,POTENTIAL
c3f525e33afb4ab65,e54b4f49868916c0369c050e019472bb5c30e2dd1b455c88b44e25dfa96f6026,2.48,2025-03-27 12:09:37.000,2025-03-27 12:09:09.000,"{
  ""_id"": ""00CD0-E9EAD-173C6-EBC00-01350-3"",
  ""name"": ""NIMO GORDILLO (Su Eminencia) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",7.7,Severe Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": -5.977302517361111e+00,
    ""latitude"": 3.739994140625000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:09:03.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -5.977341579861111e+00,
    ""latitude"": 3.739991970486111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:09:04.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -5.977374131944444e+00,
    ""latitude"": 3.739990234375000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:09:05.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -5.977384982638889e+00,
    ""latitude"": 3.739989583333333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:09:06.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -5.977384982638889e+00,
    ""latitude"": 3.739989583333333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:09:07.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -5.977402343750000e+00,
    ""latitude"": 3.739988715277778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:09:08.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -5.977408854166667e+00,
    ""latitude"": 3.739988281250000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:09:09.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.5,100,POTENTIAL
0760b4c3540b7100c,e7d8e6854b95698a079249c6fa9a083df4f4a4982df7fd85cd472ec9dc228ad0,35.85,2025-03-27 17:14:32.000,2025-03-27 17:14:09.000,"{
  ""_id"": ""00CD4-9EE2D-1F2C1-5A000-01260-3"",
  ""name"": ""Toyota Wrocław Bielany Wrocławskie"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",5.02,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.706068359375000e+01,
    ""latitude"": 5.104545138888889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:14:03.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.706063368055555e+01,
    ""latitude"": 5.104555989583334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:14:04.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.706059244791667e+01,
    ""latitude"": 5.104566406250000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:14:05.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.706057508680556e+01,
    ""latitude"": 5.104575520833333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:14:06.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.706057291666667e+01,
    ""latitude"": 5.104584635416666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:14:07.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.706057725694444e+01,
    ""latitude"": 5.104591579861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:14:08.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.706057725694444e+01,
    ""latitude"": 5.104593750000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 17:14:09.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.65,97,POTENTIAL
05e519d4ac8e938a7,e8d3386a96ae48d5335d7013562574e352ed0aaad9da990bf7af69787512fae2,8.4,2025-03-27 18:08:23.000,2025-03-27 18:07:33.000,"{
  ""_id"": ""043ab164-a5d0-40d2-91b6-156bad2c18e0"",
  ""name"": ""RRG Rochdale"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",3.58,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -2.305397135416666e+00,
    ""latitude"": 5.346083116319444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:07:27.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -2.305429687500000e+00,
    ""latitude"": 5.346086154513889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:07:28.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -2.305464409722222e+00,
    ""latitude"": 5.346088107638889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:07:29.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -2.305492621527778e+00,
    ""latitude"": 5.346089409722222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:07:30.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -2.305518663194444e+00,
    ""latitude"": 5.346091145833334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:07:31.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -2.305525173611111e+00,
    ""latitude"": 5.346091579861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:07:32.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -2.305525173611111e+00,
    ""latitude"": 5.346091579861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 18:07:33.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.16,90,POTENTIAL
2721d00ca143437a0,ea632df6fbaa80255e055073b79a726cea0558e4f7cefe915b3b6e0f72dacc6e,41.99,2025-03-27 13:23:42.000,2025-03-27 12:37:57.000,"{
  ""_id"": ""00CD4-25F2D-BDB94-88600-01200-3"",
  ""name"": ""M.C.F. Motor Company Fahrzeugvertriebsgesellschaft mbH"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",14.17,Severe Collision,Right Side Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:37:51.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:37:52.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:37:53.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:37:54.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:37:55.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:37:56.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:37:57.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",2.1,100,POTENTIAL
4d14df2bfa5d9e9e8,eb3783e8182af8dadd903787d22201b0b7a632e5861acb388b8f57cc6f93a50c,4.68,2025-03-27 17:27:11.000,2025-03-27 16:40:21.000,"{
  ""_id"": ""00CD4-9EE36-AA2EB-A6600-01200-3"",
  ""name"": ""Toyota Wrocław Długołęka"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",3.73,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.696416666666667e+01,
    ""latitude"": 5.113021484375000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 16:40:15.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.696418185763889e+01,
    ""latitude"": 5.113024305555555e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 16:40:16.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.696419270833333e+01,
    ""latitude"": 5.113025824652778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 16:40:17.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.696419704861111e+01,
    ""latitude"": 5.113026475694444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 16:40:18.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.696420355902778e+01,
    ""latitude"": 5.113027560763889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 16:40:19.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.696420355902778e+01,
    ""latitude"": 5.113027343750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 16:40:20.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.696420355902778e+01,
    ""latitude"": 5.113027343750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 16:40:21.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.17,80,POTENTIAL
5ff58d4072629a980,eb5813398ff2a7ef8a41c5cc93db4adafab24d30ed2c1ccde588fa375fc0e63b,8.3,2025-03-27 14:12:32.000,2025-03-27 12:46:47.000,"{
  ""_id"": ""00CD0-E9EAD-1C583-E7400-01350-3"",
  ""name"": ""Lexus Forum Saarland"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",3.49,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:46:41.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:46:42.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:46:43.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:46:44.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:46:45.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:46:46.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 12:46:47.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.19,71,POTENTIAL
3445bf8fa4f4abe9f,f5bc79c68c5e3a88ea3f24c305aa308791dd0cb37f54c90e3e13c870f4f333a9,8.19,2025-03-27 08:13:47.000,2025-03-27 08:13:37.000,"{
  ""_id"": ""00CD0-E9EAD-1C583-E7400-01350-3"",
  ""name"": ""Lexus Forum Saarland"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",2.74,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:13:31.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:13:32.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:13:33.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:13:34.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:13:35.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:13:36.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:13:37.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.31,88,POTENTIAL
f895fc67b7f381e6c,f5f824d10b404147d32c82ad055855d2353b9d025da13b187f97e5c3f8fd309f,11.03,2025-03-27 08:08:52.000,2025-03-27 08:08:45.000,"{
  ""_id"": ""00CD4-260D8-651FD-B5A00-01200-3"",
  ""name"": ""Autohaus Preissler GmbH"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",4.33,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:08:39.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:08:40.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:08:41.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:08:42.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:08:43.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:08:44.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-03-27 08:08:45.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.45,81,POTENTIAL
