_ID,COUNTRYCODE,VIN,WARNING_WARNINGLIGHTTYPE_CODE,WARNING_WARNINGLIGHTTYPE_DESCRIPTION,WARNING_WARNINGLIGHTTYPE_SYMBOL,WARNING_WARNINGLIGHTTYPE_PRIORITY,WARNING_TIMESTAMP,WARNING_MILEAGE_VALUE,WARNING_MILEAGE_UNIT,PRIORITY
VF4009290745-01-117,ch,50f336aea49ad0d15,116,Flashing Hazard Light warning,FHLW,3,2024-08-02 14:34:49.000,32518,KM,Minor
VF4009290745-01-118,ch,04bbf9b500dffa8e3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 14:34:49.000,32518,KM,Minor
VF4009290745-01-119,ch,be41f3b04a7a668c0,92,Rear Cross Traffic Alert system warning,RCTW,3,2024-08-02 14:34:49.000,32518,KM,Minor
VF4009290745-01-120,ch,92f59b2f980aef577,93,Rear Camera warning,RCDW,3,2024-08-02 14:34:49.000,32518,KM,Minor
VF4009290745-02-102,ch,cdcdf5b2c49bcaa13,49,Shift Control System,SBW3,3,2024-08-02 14:39:44.000,32518,KM,Minor
VF4009255468-01-082,,3ee162940211653ee,59,Blind Spot Monitor System,BSDW,2,2024-08-02 08:45:40.000,826,KM,Major
VF4009255468-01-119,,991533b2f2c87e553,92,Rear Cross Traffic Alert system warning,RCTW,3,2024-08-02 08:45:40.000,826,KM,Minor
VF4009284777-01-045,de,eb0a9c56d5a83022b,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:36:24.000,135590,KM,Major
VF4009284777-01-071,de,e3f67149a5f424e2c,46,Automatic High Beam System,SMBW,2,2024-08-02 13:36:24.000,135590,KM,Major
VF4009284777-01-096,de,88b0900a9cfdbf53b,108,Sonar System,ASSW,2,2024-08-02 13:36:24.000,135590,KM,Major
VF4009284777-01-116,de,c0d1a931a2e6a0be9,89,Lane change assist warning,LTAW,2,2024-08-02 13:36:24.000,135590,KM,Major
VF4005934051-01-002,,d414f6213dba67e4e,23,SRS Airbag System,FSRS,2,2024-08-02 09:30:30.000,1733,KM,Major
VF4009299404-01-034,ch,50f336aea49ad0d15,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 16:04:08.000,14339,KM,Minor
VF4009250545-01-034,de,92bc40a23aa1e8439,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 07:55:27.000,14116,KM,Minor
VF4009242535-01-104,,3c7424af461f18133,30,Tire Pressure Warning System,TIRW,4,2024-08-02 06:22:12.000,2959,KM,Information
VF4009235156-01-112,it,c0d1a931a2e6a0be9,38,Tire low pressure warning,TILW,4,2024-08-02 04:08:51.000,11482,KM,Information
VF4009247629-01-112,pt,7ad873dd444ec8cd1,38,Tire low pressure warning,TILW,4,2024-08-02 07:23:28.000,9651,KM,Information
VF4009315849-01-112,pt,194e7f94ddc0079ce,38,Tire low pressure warning,TILW,4,2024-08-02 21:49:35.000,36607,KM,Information
VF4009243875-01-112,pt,9bf4a8ab5df6f15b4,38,Tire low pressure warning,TILW,4,2024-08-02 06:39:32.000,44792,KM,Information
VF4009234120-01-112,fi,b34bff266953ac2cd,38,Tire low pressure warning,TILW,4,2024-08-02 03:13:33.000,23282,KM,Information
VF4009258937-01-035,pl,e2137c7a00e58d275,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 09:18:59.000,15271,KM,Major
VF4009258937-01-036,pl,6c7c120f1828d83f7,53,Maintenance Required,OMRW,3,2024-08-02 09:18:59.000,15271,KM,Minor
VF4009241804-01-034,pl,a5c72261a68d54580,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:13:16.000,14371,KM,Minor
VF4009263356-01-142,pl,aa7efdcd29de964e8,108,Sonar System,ASSW,2,2024-08-02 10:01:17.000,43596,KM,Major
VF4009263356-01-152,pl,be41f3b04a7a668c0,152,PKSW,PKSW,0,2024-08-02 10:01:17.000,43596,KM,Unknown
VF4009259550-01-112,sk,005d114ff55c36c0f,38,Tire low pressure warning,TILW,4,2024-08-02 09:24:36.000,1167,KM,Information
VF4009301348-01-034,ch,e25cc4c366a1db923,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 16:26:34.000,14323,KM,Minor
VF4009252259-01-112,ch,04bbf9b500dffa8e3,38,Tire low pressure warning,TILW,4,2024-08-02 08:13:23.000,12245,KM,Information
VF4009277645-01-150,ro,1af6be0c25a5b3e71,150,ADAW,ADAW,0,2024-08-02 12:25:18.000,5889,KM,Unknown
VF4009239993-01-112,de,97d8b62c311ae055c,38,Tire low pressure warning,TILW,4,2024-08-02 05:48:47.000,6134,KM,Information
VF4009258269-01-112,ie,d5c5b5cd608737222,38,Tire low pressure warning,TILW,4,2024-08-02 09:12:09.000,9007,KM,Information
VF4009240282-01-112,pl,2e378ae1abd63536a,38,Tire low pressure warning,TILW,4,2024-08-02 05:52:50.000,1083,KM,Information
VF4009304216-01-112,cz,991533b2f2c87e553,38,Tire low pressure warning,TILW,4,2024-08-02 17:02:35.000,18675,KM,Information
VF4009300434-01-033,it,85bc19ddc6d0a0f5a,11,Check Engine,ENGW,2,2024-08-02 16:15:11.000,22941,KM,Major
VF4009300434-01-170,it,50f336aea49ad0d15,71,Hybrid System,HVSW2,2,2024-08-02 16:15:11.000,22941,KM,Major
VF4009235294-01-112,si,f38493b939ddbfdb5,38,Tire low pressure warning,TILW,4,2024-08-02 04:13:48.000,6889,KM,Information
VF4009241748-01-034,pt,8eb3a1e33ed5050d3,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:12:20.000,14339,KM,Minor
VF4009252941-01-112,hu,79630d67a81c1fba3,38,Tire low pressure warning,TILW,4,2024-08-02 08:20:31.000,13961,KM,Information
VF4009296150-01-034,ie,dd7f66ceaad355395,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 15:28:32.000,29537,KM,Minor
VF4009313752-01-112,ie,9982fd6aedc8f4ad5,38,Tire low pressure warning,TILW,4,2024-08-02 20:17:51.000,14746,KM,Information
VF4009313389-01-112,pt,d4945af0179efd6ef,38,Tire low pressure warning,TILW,4,2024-08-02 20:06:31.000,24484,KM,Information
VF4009242933-01-112,pt,a40b6d953aa28beb6,38,Tire low pressure warning,TILW,4,2024-08-02 06:27:22.000,6166,KM,Information
VF4009262620-01-112,pt,997d0efbaa65964c8,38,Tire low pressure warning,TILW,4,2024-08-02 09:54:41.000,18080,KM,Information
VF4009308861-01-112,pt,71095a99b07a8c762,38,Tire low pressure warning,TILW,4,2024-08-02 18:14:03.000,18110,KM,Information
VF4009314562-01-112,pt,a67f5eaad6e3c87f3,38,Tire low pressure warning,TILW,4,2024-08-02 20:50:45.000,7773,KM,Information
VF4009289328-01-033,pt,4c3e4535173fe1587,11,Check Engine,ENGW,2,2024-08-02 14:21:05.000,22867,KM,Major
VF4009289328-01-105,pt,32579f20253685539,78,Electronically Controlled Brake System,ECBW,2,2024-08-02 14:21:05.000,22867,KM,Major
VF4009289328-01-142,pt,92f59b2f980aef577,108,Sonar System,ASSW,2,2024-08-02 14:21:05.000,22867,KM,Major
VF4009289328-01-150,pt,927ae82bd7b1712c3,150,ADAW,ADAW,0,2024-08-02 14:21:05.000,22867,KM,Unknown
VF4009289328-01-151,pt,e25cd9019ed3c6d72,151,RSRW,RSRW,0,2024-08-02 14:21:05.000,22867,KM,Unknown
VF4009289328-01-152,pt,c7a1df5df66b2b03c,152,PKSW,PKSW,0,2024-08-02 14:21:05.000,22867,KM,Unknown
VF4009289328-01-170,pt,37c34a3b125b4f756,71,Hybrid System,HVSW2,2,2024-08-02 14:21:05.000,22867,KM,Major
357703091756179-20240802165747-023,gb,3c7f137123c0248d5,23,SRS Airbag System,FSRS,2,2024-08-02 16:57:47.000,34432,MI,Major
357394765510520-20240802201651-023,de,c172a6953302d0c1b,23,SRS Airbag System,FSRS,2,2024-08-02 20:16:51.000,28890,KM,Major
VF4009281698-01-104,ch,005d114ff55c36c0f,30,Tire Pressure Warning System,TIRW,4,2024-08-02 13:05:32.000,72,KM,Information
357394760018388-20240802150129-023,gb,04bbf9b500dffa8e3,23,SRS Airbag System,FSRS,2,2024-08-02 15:01:29.000,26045,MI,Major
357703091389385-20240802114136-030,lt,24355faaa829ad95d,30,Tire Pressure Warning System,TIRW,4,2024-08-02 11:41:36.000,24241,KM,Information
357703091389385-20240802135131-030,lt,005d114ff55c36c0f,30,Tire Pressure Warning System,TIRW,4,2024-08-02 13:51:31.000,24298,KM,Information
357703095919500-20240802140537-011,pl,0760b4c3540b7100c,11,Check Engine,ENGW,2,2024-08-02 14:05:37.000,46202,KM,Major
357703095919500-20240802140537-030,pl,49cf9437be7e344da,30,Tire Pressure Warning System,TIRW,4,2024-08-02 14:05:37.000,46202,KM,Information
357703097364713-20240802152440-012,it,3445bf8fa4f4abe9f,12,Anti-Lock Brake System,ABSW,2,2024-08-02 15:24:40.000,16862,KM,Major
357703097364713-20240802152440-013,it,d5c5b5cd608737222,13,Vehicle Stability Control System,VSCW,2,2024-08-02 15:24:40.000,16862,KM,Major
357703097364713-20240802152440-023,it,991533b2f2c87e553,23,SRS Airbag System,FSRS,2,2024-08-02 15:24:40.000,16862,KM,Major
357703097364713-20240802152440-028,it,3dca7245de344bb5a,28,Electric Power Steering System,EPSW,2,2024-08-02 15:24:40.000,16862,KM,Major
357703092564515-20240802162918-023,gb,f27088b9f59e867aa,23,SRS Airbag System,FSRS,2,2024-08-02 16:29:18.000,5516,MI,Major
357703092564515-20240802162918-030,gb,2721d00ca143437a0,30,Tire Pressure Warning System,TIRW,4,2024-08-02 16:29:18.000,5516,MI,Information
VF4009282935-01-104,,7b12387fbb0db2386,30,Tire Pressure Warning System,TIRW,4,2024-08-02 13:18:46.000,12,KM,Information
357394760123501-20240802081822-030,de,2a6e437bc4a28c087,30,Tire Pressure Warning System,TIRW,4,2024-08-02 08:18:22.000,8102,KM,Information
VF4009257365-01-034,it,8d7caa350a35c4f0f,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 09:04:20.000,29187,KM,Minor
VF4009270872-01-006,fr,cdcdf5b2c49bcaa13,46,Automatic High Beam System,SMBW,2,2024-08-02 11:15:03.000,27369,KM,Major
VF4009270872-01-134,fr,3ee162940211653ee,103,Pre-Collision System,MET_PCSW,2,2024-08-02 11:15:03.000,27369,KM,Major
VF4009270872-01-138,fr,7ee49ac6b4ebf241e,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 11:15:03.000,27369,KM,Major
VF4009270872-01-173,fr,fd56f30f183aea35d,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:15:03.000,27369,KM,Minor
VF4009293184-02-006,ex,d5b7afde09350fe34,46,Automatic High Beam System,SMBW,2,2024-08-02 14:59:23.000,8965,KM,Major
VF4009293907-03-101,ex,71095a99b07a8c762,73,Secondary Crash Brake System,MCMW,2,2024-08-02 15:06:56.000,8965,KM,Major
VF4009293907-05-006,ex,639d617de4ddf7562,46,Automatic High Beam System,SMBW,2,2024-08-02 15:07:38.000,8965,KM,Major
VF4009293907-05-101,ex,d414f6213dba67e4e,73,Secondary Crash Brake System,MCMW,2,2024-08-02 15:07:38.000,8965,KM,Major
VF4009293907-05-134,ex,a39426afc6c9f5a19,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:07:38.000,8965,KM,Major
VF4009293907-05-138,ex,9aa9ce1616401c24d,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:07:38.000,8965,KM,Major
VF4009293907-05-173,ex,79630d67a81c1fba3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 15:07:38.000,8965,KM,Minor
VF4009293907-07-006,ex,3c7f137123c0248d5,46,Automatic High Beam System,SMBW,2,2024-08-02 15:25:12.000,8966,KM,Major
VF4009293907-07-134,ex,a3a20093aff461b76,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:25:12.000,8966,KM,Major
VF4009293907-07-138,ex,6b60147ff22310920,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:25:12.000,8966,KM,Major
VF4009293907-07-173,ex,8d7caa350a35c4f0f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 15:25:12.000,8966,KM,Minor
VF4009294447-01-034,fr,d9550c8e8e4dd8eba,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 15:11:27.000,14285,KM,Minor
VF4009271644-01-034,fr,574a18946a8db42cb,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 11:22:33.000,27660,KM,Minor
VF4009264186-01-034,dk,15dbf9bca3fff9b89,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 10:09:02.000,14050,KM,Minor
VF4009289874-01-034,nl,c6ee5b1c351ad685d,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 14:26:09.000,14036,KM,Minor
VF4009283678-01-035,nl,7ee49ac6b4ebf241e,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 13:25:48.000,15275,KM,Major
VF4009258015-01-034,gb,7b12387fbb0db2386,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 09:10:42.000,9636,MI,Minor
VF4009289389-01-034,gb,046e06d08a745e82c,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 14:21:37.000,9661,MI,Minor
VF4009286610-01-134,gb,6a2bc0a64eb4d3efb,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:54:14.000,1429,MI,Major
VF4009286610-01-138,gb,3dca7245de344bb5a,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 13:54:14.000,1429,MI,Major
VF4009286610-01-173,gb,3ee162940211653ee,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:54:14.000,1429,MI,Minor
VF4009287113-01-112,gb,3d08c38acfa4f6bfe,38,Tire low pressure warning,TILW,4,2024-08-02 13:59:19.000,1429,MI,Information
VF4009261338-01-099,it,f6eb89303336922ee,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:39:50.000,1,KM,Major
VF4009261338-01-101,it,eb0a9c56d5a83022b,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:39:50.000,1,KM,Major
VF4009261357-01-112,it,f27088b9f59e867aa,38,Tire low pressure warning,TILW,4,2024-08-02 09:40:19.000,1,KM,Information
VF4009261968-01-099,it,0e7d9886591cb9dfb,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:47:50.000,1,KM,Major
VF4009261968-01-101,it,fe2e2a3397f12a202,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:47:50.000,1,KM,Major
VF4009262126-01-112,it,25366fa0c7979cf45,38,Tire low pressure warning,TILW,4,2024-08-02 09:48:42.000,1,KM,Information
VF4009263184-01-112,it,2e378ae1abd63536a,38,Tire low pressure warning,TILW,4,2024-08-02 09:59:39.000,1,KM,Information
VF4009247784-01-173,fr,6a2bc0a64eb4d3efb,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 07:25:21.000,3766,KM,Minor
VF4009286356-01-112,gb,fa0374c5ad08e6626,38,Tire low pressure warning,TILW,4,2024-08-02 13:51:39.000,4572,MI,Information
VF4009296265-01-173,it,b63ba1037d8ee05db,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 15:29:53.000,1561,KM,Minor
VF4009299011-01-099,es,49cf9437be7e344da,13,Vehicle Stability Control System,VSCW,2,2024-08-02 15:59:20.000,,,Major
VF4009299011-01-101,es,1c08b156ed0e8ad65,73,Secondary Crash Brake System,MCMW,2,2024-08-02 15:59:20.000,,,Major
VF4009299070-01-112,es,0760b4c3540b7100c,38,Tire low pressure warning,TILW,4,2024-08-02 16:00:11.000,,,Information
VF4009285599-01-099,fr,d13092c457fbbad5a,13,Vehicle Stability Control System,VSCW,2,2024-08-02 13:43:50.000,,,Major
VF4009285599-01-101,fr,1c08b156ed0e8ad65,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:43:50.000,,,Major
VF4009285599-01-112,fr,13f86f605909c85d9,38,Tire low pressure warning,TILW,4,2024-08-02 13:43:50.000,,,Information
VF4009287051-01-112,fr,005d114ff55c36c0f,38,Tire low pressure warning,TILW,4,2024-08-02 13:58:46.000,3,KM,Information
VF4009259298-01-034,es,d083aa5b218b88d79,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 09:22:12.000,29361,KM,Minor
VF4009010961-01-099,it,f895fc67b7f381e6c,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:59:59.000,17323,KM,Major
VF4009316587-01-035,it,f895fc67b7f381e6c,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 22:38:37.000,33069,KM,Major
VF4009238561-01-033,it,c31a61948ef87a723,11,Check Engine,ENGW,2,2024-08-02 05:26:47.000,9962,KM,Major
VF4009238561-01-099,it,31c257d86a4fa4e66,13,Vehicle Stability Control System,VSCW,2,2024-08-02 05:26:47.000,9962,KM,Major
VF4009238561-01-101,it,d25592ca9a95e57e2,73,Secondary Crash Brake System,MCMW,2,2024-08-02 05:26:47.000,9962,KM,Major
VF4009238561-01-134,it,e3f67149a5f424e2c,103,Pre-Collision System,MET_PCSW,2,2024-08-02 05:26:47.000,9962,KM,Major
VF4009295805-01-035,fr,0e7d9886591cb9dfb,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 15:24:56.000,15040,KM,Major
VF4009236423-01-034,it,d414f6213dba67e4e,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 04:45:13.000,25176,KM,Minor
VF4009299039-01-034,dk,a91c394a5fe0ab096,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 15:59:51.000,14031,KM,Minor
VF4009255581-02-035,gb,046e06d08a745e82c,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 08:47:14.000,15362,MI,Major
VF4009317247-01-034,it,c31a61948ef87a723,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 23:42:08.000,28229,KM,Minor
VF4009263907-01-002,it,3445bf8fa4f4abe9f,23,SRS Airbag System,FSRS,2,2024-08-02 10:05:23.000,24385,KM,Major
VF4009264957-01-002,it,15fdb37eb5e8e3812,23,SRS Airbag System,FSRS,2,2024-08-02 10:16:41.000,24386,KM,Major
VF4009315299-01-002,it,c394628c963b4467a,23,SRS Airbag System,FSRS,2,2024-08-02 21:21:23.000,24550,KM,Major
VF4009311630-01-034,es,9fe952e0af4f22fa3,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 19:13:27.000,14057,KM,Minor
VF4009254926-01-034,it,831981ba3bba1e851,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 08:40:41.000,14222,KM,Minor
VF4009252177-02-134,fr,1af6be0c25a5b3e71,103,Pre-Collision System,MET_PCSW,2,2024-08-02 08:12:46.000,5520,KM,Major
VF4009268689-02-134,fr,822cfa8d08309cd05,103,Pre-Collision System,MET_PCSW,2,2024-08-02 10:53:29.000,5532,KM,Major
VF4009272357-02-134,fr,fe2e2a3397f12a202,103,Pre-Collision System,MET_PCSW,2,2024-08-02 11:30:21.000,5539,KM,Major
VF4009283500-02-134,fr,639d617de4ddf7562,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:24:06.000,5551,KM,Major
VF4009285088-01-134,fr,49cf9437be7e344da,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:39:39.000,5557,KM,Major
VF4009286499-02-134,fr,24355faaa829ad95d,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:53:20.000,5558,KM,Major
VF4009253195-01-006,gb,fa0374c5ad08e6626,46,Automatic High Beam System,SMBW,2,2024-08-02 08:22:54.000,3722,MI,Major
VF4009253195-01-134,gb,e13bcde175e7464ff,103,Pre-Collision System,MET_PCSW,2,2024-08-02 08:22:54.000,3722,MI,Major
VF4009253195-01-138,gb,3ec6da1611fd381c2,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 08:22:54.000,3722,MI,Major
VF4009253195-01-173,gb,92bc40a23aa1e8439,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 08:22:54.000,3722,MI,Minor
VF4009245990-01-034,it,b63ba1037d8ee05db,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 07:04:39.000,14053,KM,Minor
VF4009293119-01-006,it,d083aa5b218b88d79,46,Automatic High Beam System,SMBW,2,2024-08-02 14:58:15.000,7746,KM,Major
VF4009293119-01-134,it,7da67fbfe7b49694f,103,Pre-Collision System,MET_PCSW,2,2024-08-02 14:58:15.000,7746,KM,Major
VF4009293119-01-138,it,a40b6d953aa28beb6,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 14:58:15.000,7746,KM,Major
VF4009293119-01-173,it,a1dc37c37eb5ae11b,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 14:58:15.000,7746,KM,Minor
VF4009293575-01-006,it,a3a20093aff461b76,46,Automatic High Beam System,SMBW,2,2024-08-02 15:02:52.000,7746,KM,Major
VF4009296749-01-006,it,d25592ca9a95e57e2,46,Automatic High Beam System,SMBW,2,2024-08-02 15:35:08.000,7753,KM,Major
VF4009296749-01-134,it,d55e1fb68d84e3e52,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:35:08.000,7753,KM,Major
VF4009296749-01-138,it,d4945af0179efd6ef,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:35:08.000,7753,KM,Major
VF4009296749-01-173,it,c7a1df5df66b2b03c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 15:35:08.000,7753,KM,Minor
VF4009242109-01-033,nl,b38e17ca20e8188b3,11,Check Engine,ENGW,2,2024-08-02 06:17:05.000,4014,KM,Major
VF4009242109-01-099,nl,5856257ef3272247d,13,Vehicle Stability Control System,VSCW,2,2024-08-02 06:17:05.000,4014,KM,Major
VF4009242109-01-101,nl,79630d67a81c1fba3,73,Secondary Crash Brake System,MCMW,2,2024-08-02 06:17:05.000,4014,KM,Major
VF4009242109-01-130,nl,6757761a2cc66cb8a,8,Cruise control System,C_CW,2,2024-08-02 06:17:05.000,4014,KM,Major
VF4009242109-01-134,nl,7ad873dd444ec8cd1,103,Pre-Collision System,MET_PCSW,2,2024-08-02 06:17:05.000,4014,KM,Major
VF4009242109-02-148,nl,3ee162940211653ee,40,Automatic Speed Limiter warning,ASLW,2,2024-08-02 06:17:27.000,4014,KM,Major
VF4009269791-01-112,it,3d08c38acfa4f6bfe,38,Tire low pressure warning,TILW,4,2024-08-02 11:04:23.000,5041,KM,Information
VF4009266939-01-112,nl,f6eb89303336922ee,38,Tire low pressure warning,TILW,4,2024-08-02 10:35:46.000,5979,KM,Information
VF4009279370-01-112,it,81f1c73c7790ef072,38,Tire low pressure warning,TILW,4,2024-08-02 12:43:15.000,4561,KM,Information
VF4009312310-01-112,it,c7a1df5df66b2b03c,38,Tire low pressure warning,TILW,4,2024-08-02 19:32:45.000,3614,KM,Information
VF4009245122-01-112,cz,d083aa5b218b88d79,38,Tire low pressure warning,TILW,4,2024-08-02 06:54:40.000,1690,KM,Information
VF4009233187-01-112,it,eb0a9c56d5a83022b,38,Tire low pressure warning,TILW,4,2024-08-02 00:43:08.000,2258,KM,Information
VF4009315696-01-112,it,0ec9dbc1eb27edd0c,38,Tire low pressure warning,TILW,4,2024-08-02 21:41:46.000,4212,KM,Information
VF4009287182-01-112,it,5856257ef3272247d,38,Tire low pressure warning,TILW,4,2024-08-02 14:00:06.000,1666,KM,Information
VF4009272059-01-173,nl,cdcdf5b2c49bcaa13,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:26:52.000,4721,KM,Minor
VF4009301779-01-173,fr,d414f6213dba67e4e,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:32:05.000,2394,KM,Minor
VF4009279873-01-173,it,97d8b62c311ae055c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:48:23.000,979,KM,Minor
VF4009280125-01-173,it,cdcdf5b2c49bcaa13,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:50:57.000,979,KM,Minor
VF4009280419-01-173,it,15c96d4371ea582f4,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:54:10.000,979,KM,Minor
VF4009280801-01-173,it,be41f3b04a7a668c0,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:57:51.000,979,KM,Minor
VF4009280801-03-173,it,a3a20093aff461b76,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:58:25.000,979,KM,Minor
VF4009281840-01-173,it,927ae82bd7b1712c3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:08:10.000,979,KM,Minor
VF4009282073-01-173,it,ed6f38fc735f1c836,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:10:11.000,979,KM,Minor
VF4009262154-01-099,,71095a99b07a8c762,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:49:48.000,,,Major
VF4009262154-01-101,,97d3bb87f2607e391,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:49:48.000,,,Major
VF4009262154-01-112,,6c7c120f1828d83f7,38,Tire low pressure warning,TILW,4,2024-08-02 09:49:48.000,,,Information
VF4009193758-03-112,,a1dc37c37eb5ae11b,38,Tire low pressure warning,TILW,4,2024-08-02 05:28:38.000,3,KM,Information
VF4009244563-02-112,,97d3bb87f2607e391,38,Tire low pressure warning,TILW,4,2024-08-02 06:47:49.000,4,KM,Information
VF4009291424-01-099,,15dbf9bca3fff9b89,13,Vehicle Stability Control System,VSCW,2,2024-08-02 14:40:49.000,2,KM,Major
VF4009291424-01-101,,49cf9437be7e344da,73,Secondary Crash Brake System,MCMW,2,2024-08-02 14:40:49.000,2,KM,Major
VF4009291434-01-112,,2e378ae1abd63536a,38,Tire low pressure warning,TILW,4,2024-08-02 14:41:33.000,2,KM,Information
VF4009293358-01-112,,f8963314460f4a182,38,Tire low pressure warning,TILW,4,2024-08-02 15:00:55.000,2,KM,Information
VF4009293820-01-112,,3c7f137123c0248d5,38,Tire low pressure warning,TILW,4,2024-08-02 15:05:15.000,2,KM,Information
VF4009292804-02-034,gb,f0fb0a74ff323ca72,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 14:55:30.000,12091,MI,Minor
VF4009057337-39-101,gb,c394628c963b4467a,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:50:26.000,5021,MI,Major
VF4009057337-41-101,gb,2039dd774b91049c2,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:51:25.000,5021,MI,Major
VF4009057337-43-101,gb,7ee49ac6b4ebf241e,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:52:24.000,5021,MI,Major
VF4009057337-45-101,gb,d9550c8e8e4dd8eba,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:53:23.000,5021,MI,Major
VF4009057337-47-101,gb,78ef853b83b6f2abb,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:54:22.000,5021,MI,Major
VF4009057337-49-101,gb,b38e17ca20e8188b3,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:43:41.000,5023,MI,Major
VF4009057337-51-101,gb,946d3554547e141ab,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:44:38.000,5023,MI,Major
VF4009057337-53-101,gb,97d3bb87f2607e391,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:45:37.000,5023,MI,Major
VF4009057337-55-101,gb,78ef853b83b6f2abb,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:46:35.000,5023,MI,Major
VF4009057337-57-101,gb,3ec6da1611fd381c2,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:47:34.000,5023,MI,Major
VF4009309210-01-035,dk,2721d00ca143437a0,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 18:20:12.000,46279,KM,Major
